"interview__key","y5_hhid","lvstckid","lf02_01","lf02_02","lf02_03","lf02_04_1","lf02_04_2","lf02_05","lf02_06","lf02_07","lf02_08","lf02_09","lf02_10","lf02_11","lf02_12","lf02_13","lf02_14","lf02_15","lf02_16","lf02_17","lf02_18","lf02_19","lf02_20","lf02_21","lf02_22","lf02_23","lf02_24","lf02_25","lf02_26","lf02_27_1","lf02_27_2","lf02_28a","lf02_28b","lf02_29","lf02_30","lf02_31","lf02_32","lf02_33","lf02_34a","lf02_34b","lf02_35_1","lf02_35_2"
"00-02-43-54","3211-001-02",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-02-43-54","3211-001-02",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-02-43-54","3211-001-02",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-02-43-54","3211-001-02",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-02-43-54","3211-001-02",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-17-25-08","3223-001-01",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-17-25-08","3223-001-01",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-17-25-08","3223-001-01",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-17-25-08","3223-001-01",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-17-25-08","3223-001-01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-17-25-08","3223-001-01",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-17-25-08","3223-001-01",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-17-25-08","3223-001-01",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-17-25-08","3223-001-01",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-17-25-08","3223-001-01",10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-17-25-08","3223-001-01",11,1,2,8,19,0,23,1,1,20000,2,,,2,,,2,,,2,,,1,5,35008,2,,,,,,,1,2,1.5,0,,,,,
"44-17-25-08","3223-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-17-25-08","3223-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-17-25-08","3223-001-01",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-17-25-08","3223-001-01",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-17-25-08","3223-001-01",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-17-25-08","3223-001-01",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-39-95-47","3223-001-03",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-39-95-47","3223-001-03",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-39-95-47","3223-001-03",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-39-95-47","3223-001-03",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-39-95-47","3223-001-03",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-39-95-47","3223-001-03",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-39-95-47","3223-001-03",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-39-95-47","3223-001-03",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-39-95-47","3223-001-03",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-39-95-47","3223-001-03",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-39-95-47","3223-001-03",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-39-95-47","3223-001-03",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-39-95-47","3223-001-03",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-39-95-47","3223-001-03",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-39-95-47","3223-001-03",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-39-95-47","3223-001-03",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-39-95-47","3223-001-03",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-86-69-01","3224-001-01",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-86-69-01","3224-001-01",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-86-69-01","3224-001-01",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-86-69-01","3224-001-01",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-86-69-01","3224-001-01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-86-69-01","3224-001-01",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-86-69-01","3224-001-01",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-86-69-01","3224-001-01",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-86-69-01","3224-001-01",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-86-69-01","3224-001-01",10,1,10,15,20,0,4,1,4,20000,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
"06-86-69-01","3224-001-01",11,1,3,5,7,0,5,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,1,1,2,0,,,,,
"06-86-69-01","3224-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-86-69-01","3224-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-86-69-01","3224-001-01",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-86-69-01","3224-001-01",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-86-69-01","3224-001-01",16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-86-69-01","3224-001-01",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-80-08-37","3225-001-01",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-80-08-37","3225-001-01",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-80-08-37","3225-001-01",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-80-08-37","3225-001-01",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-80-08-37","3225-001-01",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-80-08-37","3225-001-01",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-80-08-37","3225-001-01",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-80-08-37","3225-001-01",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-80-08-37","3225-001-01",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-80-08-37","3225-001-01",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-80-08-37","3225-001-01",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-80-08-37","3225-001-01",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-80-08-37","3225-001-01",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-80-08-37","3225-001-01",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-80-08-37","3225-001-01",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-80-08-37","3225-001-01",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-80-08-37","3225-001-01",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-59-72-43","3226-001-02",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-59-72-43","3226-001-02",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-59-72-43","3226-001-02",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-59-72-43","3226-001-02",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-59-72-43","3226-001-02",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-59-72-43","3226-001-02",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-59-72-43","3226-001-02",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-59-72-43","3226-001-02",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-59-72-43","3226-001-02",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-59-72-43","3226-001-02",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-59-72-43","3226-001-02",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-59-72-43","3226-001-02",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-59-72-43","3226-001-02",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-59-72-43","3226-001-02",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-59-72-43","3226-001-02",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-59-72-43","3226-001-02",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-59-72-43","3226-001-02",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-13-48-06","3226-001-04",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-13-48-06","3226-001-04",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-13-48-06","3226-001-04",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-13-48-06","3226-001-04",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-13-48-06","3226-001-04",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-13-48-06","3226-001-04",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-13-48-06","3226-001-04",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-13-48-06","3226-001-04",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-13-48-06","3226-001-04",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-13-48-06","3226-001-04",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-13-48-06","3226-001-04",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-13-48-06","3226-001-04",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-13-48-06","3226-001-04",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-13-48-06","3226-001-04",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-13-48-06","3226-001-04",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-13-48-06","3226-001-04",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-13-48-06","3226-001-04",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-22-49-38","3226-001-05",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-22-49-38","3226-001-05",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-22-49-38","3226-001-05",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-22-49-38","3226-001-05",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-22-49-38","3226-001-05",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-22-49-38","3226-001-05",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-22-49-38","3226-001-05",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-22-49-38","3226-001-05",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-22-49-38","3226-001-05",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-22-49-38","3226-001-05",10,1,0,0,6,0,6,1,7,35000,2,,,2,,,2,,,1,1,5000,2,,,2,,,,,,,2,,,,,,,,
"47-22-49-38","3226-001-05",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-22-49-38","3226-001-05",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-22-49-38","3226-001-05",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-22-49-38","3226-001-05",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-22-49-38","3226-001-05",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-22-49-38","3226-001-05",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-22-49-38","3226-001-05",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-80-75-39","3227-001-01",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-80-75-39","3227-001-01",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-80-75-39","3227-001-01",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-80-75-39","3227-001-01",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-80-75-39","3227-001-01",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-80-75-39","3227-001-01",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-80-75-39","3227-001-01",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-80-75-39","3227-001-01",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-80-75-39","3227-001-01",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-80-75-39","3227-001-01",10,1,0,0,12,0,8,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
"20-80-75-39","3227-001-01",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-80-75-39","3227-001-01",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-80-75-39","3227-001-01",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-80-75-39","3227-001-01",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-80-75-39","3227-001-01",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-80-75-39","3227-001-01",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-80-75-39","3227-001-01",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57-04-59-09","3228-001-01",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57-04-59-09","3228-001-01",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57-04-59-09","3228-001-01",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57-04-59-09","3228-001-01",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57-04-59-09","3228-001-01",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57-04-59-09","3228-001-01",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57-04-59-09","3228-001-01",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57-04-59-09","3228-001-01",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57-04-59-09","3228-001-01",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57-04-59-09","3228-001-01",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57-04-59-09","3228-001-01",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57-04-59-09","3228-001-01",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57-04-59-09","3228-001-01",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57-04-59-09","3228-001-01",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57-04-59-09","3228-001-01",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57-04-59-09","3228-001-01",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57-04-59-09","3228-001-01",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07-11-53-33","3229-001-01",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07-11-53-33","3229-001-01",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07-11-53-33","3229-001-01",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07-11-53-33","3229-001-01",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07-11-53-33","3229-001-01",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07-11-53-33","3229-001-01",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07-11-53-33","3229-001-01",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07-11-53-33","3229-001-01",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07-11-53-33","3229-001-01",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07-11-53-33","3229-001-01",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07-11-53-33","3229-001-01",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07-11-53-33","3229-001-01",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07-11-53-33","3229-001-01",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07-11-53-33","3229-001-01",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07-11-53-33","3229-001-01",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07-11-53-33","3229-001-01",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07-11-53-33","3229-001-01",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-59-20-52","3230-001-01",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-59-20-52","3230-001-01",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-59-20-52","3230-001-01",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-59-20-52","3230-001-01",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-59-20-52","3230-001-01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-59-20-52","3230-001-01",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-59-20-52","3230-001-01",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-59-20-52","3230-001-01",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-59-20-52","3230-001-01",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-59-20-52","3230-001-01",10,1,10,5,12,0,8,2,,,2,,,2,,,2,,,1,1,10000,1,2,14000,1,5,35000,1,,3,2,2,,,,,,,,
"41-59-20-52","3230-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-59-20-52","3230-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-59-20-52","3230-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-59-20-52","3230-001-01",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-59-20-52","3230-001-01",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-59-20-52","3230-001-01",16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-59-20-52","3230-001-01",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-52-66-87","3242-001-02",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-52-66-87","3242-001-02",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-52-66-87","3242-001-02",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-52-66-87","3242-001-02",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-52-66-87","3242-001-02",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-52-66-87","3242-001-02",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-52-66-87","3242-001-02",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-52-66-87","3242-001-02",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-52-66-87","3242-001-02",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-52-66-87","3242-001-02",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-52-66-87","3242-001-02",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-52-66-87","3242-001-02",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-52-66-87","3242-001-02",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-52-66-87","3242-001-02",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-52-66-87","3242-001-02",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-52-66-87","3242-001-02",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-52-66-87","3242-001-02",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-10-71-55","3242-001-04",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-10-71-55","3242-001-04",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-10-71-55","3242-001-04",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-10-71-55","3242-001-04",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-10-71-55","3242-001-04",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-10-71-55","3242-001-04",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-10-71-55","3242-001-04",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-10-71-55","3242-001-04",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-10-71-55","3242-001-04",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-10-71-55","3242-001-04",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-10-71-55","3242-001-04",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-10-71-55","3242-001-04",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-10-71-55","3242-001-04",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-10-71-55","3242-001-04",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-10-71-55","3242-001-04",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-10-71-55","3242-001-04",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-10-71-55","3242-001-04",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-64-48-41","3243-001-01",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-64-48-41","3243-001-01",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-64-48-41","3243-001-01",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-64-48-41","3243-001-01",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-64-48-41","3243-001-01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-64-48-41","3243-001-01",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-64-48-41","3243-001-01",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
