"interview__key","y5_hhid","itemcode","hh_ja01","hh_ja02_1","hh_ja02_2","hh_ja02a_1","hh_ja02b_1","hh_ja02b_2","hh_ja03_1","hh_ja03_2","hh_ja04","hh_ja05_1","hh_ja05_2","hh_ja06_1","hh_ja06_2","hh_ja07","hh_ja08_1","hh_ja08_2","hh_ja08_9","hh_ja09_1","hh_ja09_2"
"59-36-48-49","3001-001-01",204,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",205,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",206,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",207,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",301,1,1,1,,,,1,1,2800,,0,,0,,,,,,
"59-36-48-49","3001-001-01",302,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",303,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",501,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",502,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",503,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",504,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",603,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",701,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",704,1,5,1,,1,2,1,2,1000,,0,,0,,,,,,
"59-36-48-49","3001-001-01",801,1,1,2,,,,1,2,12000,,0,,0,,,,,,
"59-36-48-49","3001-001-01",802,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",803,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",805,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",806,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",807,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",809,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",810,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",901,1,3,2,,,,,0,,3,2,,0,,,,,,
"59-36-48-49","3001-001-01",902,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",903,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",1001,1,3,1,,,,3,1,4000,,0,,0,,,,,,
"59-36-48-49","3001-001-01",1002,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",1003,1,2,75,,,,2,75,100,,0,,0,,,,,,
"59-36-48-49","3001-001-01",1004,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",1081,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",1082,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",1101,1,2,100,,,,2,100,1000,,0,,0,,,,,,
"59-36-48-49","3001-001-01",1102,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",1103,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",1104,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",1105,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",1106,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",1107,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",1108,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",4011,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",4012,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",4013,1,1,1,,,,1,1,3500,,0,,0,,,,,,
"59-36-48-49","3001-001-01",6011,1,6,1,2,2,250,2,250,500,,0,,0,2,1,0,0,,
"59-36-48-49","3001-001-01",6012,1,6,3,3,2,1500,2,1500,3000,,0,,0,2,1,0,0,,
"59-36-48-49","3001-001-01",6013,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",6021,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",6022,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",6023,1,6,2,,2,500,2,500,1000,,0,,0,,,,,,
"59-36-48-49","3001-001-01",7021,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",7022,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",7023,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",7031,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",7032,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",7033,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",8041,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",8042,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",8081,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",8082,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",8083,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",8084,2,,,,,,,,,,,,,,,,,,
"59-36-48-49","3001-001-01",11011,1,5,10,2,1,1,1,1,2000,,0,,0,2,1,0,0,,
"59-36-48-49","3001-001-01",11021,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",101,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",102,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",103,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",104,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",105,1,1,15,,,,1,15,6000,,0,,0,,,,,,
"55-44-12-07","3002-001-01",106,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",107,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",109,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",111,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",112,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",201,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",202,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",203,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",204,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",205,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",206,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",207,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",301,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",302,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",303,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",501,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",502,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",503,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",504,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",603,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",701,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",704,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",801,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",802,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",803,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",805,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",806,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",807,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",809,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",810,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",901,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",902,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",903,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",1001,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",1002,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",1003,1,2,500,,,,2,500,500,,0,,0,,,,,,
"55-44-12-07","3002-001-01",1004,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",1081,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",1082,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",1101,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",1102,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",1103,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",1104,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",1105,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",1106,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",1107,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",1108,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",4011,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",4012,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",4013,1,1,2,,,,1,2,5000,,0,,0,,,,,,
"55-44-12-07","3002-001-01",6011,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",6012,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",6013,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",6021,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",6022,1,6,9,1,2,628,2,825,9000,,0,,0,2,1,0,0,,
"55-44-12-07","3002-001-01",6023,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",7021,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",7022,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",7023,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",7031,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",7032,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",7033,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",8041,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",8042,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",8081,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",8082,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",8083,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",8084,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",11011,2,,,,,,,,,,,,,,,,,,
"55-44-12-07","3002-001-01",11021,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",101,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",102,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",103,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",104,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",105,1,1,10,,,,1,10,10000,,0,,0,,,,,,
"49-72-09-77","3015-001-01",106,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",107,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",109,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",111,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",112,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",201,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",202,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",203,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",204,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",205,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",206,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",207,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",301,1,2,500,,,,2,500,1500,,0,,0,,,,,,
"49-72-09-77","3015-001-01",302,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",303,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",501,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",502,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",503,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",504,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",603,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",701,1,7,1,,1,1,1,1,1000,,0,,0,1,,,,2,1693
"49-72-09-77","3015-001-01",704,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",801,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",802,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",803,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",805,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",806,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",807,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",809,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",810,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",901,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",902,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",903,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",1001,1,11,3,,4,100,4,100,500,,0,,0,,,,,,
"49-72-09-77","3015-001-01",1002,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",1003,1,2,80,,,,2,80,200,,0,,0,,,,,,
"49-72-09-77","3015-001-01",1004,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",1081,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",1082,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",1101,1,2,20,,,,2,20,200,,0,,0,,,,,,
"49-72-09-77","3015-001-01",1102,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",1103,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",1104,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",1105,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",1106,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",1107,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",1108,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",4011,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",4012,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",4013,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",6011,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",6012,1,6,2,2,2,500,2,500,1000,,0,,0,1,,,,2,560
"49-72-09-77","3015-001-01",6013,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",6021,1,20,1,,2,500,2,500,1000,,0,,0,1,,,,2,810
"49-72-09-77","3015-001-01",6022,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",6023,1,6,3,,2,500,2,500,1500,,0,,0,,,,,,
"49-72-09-77","3015-001-01",7021,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",7022,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",7023,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",7031,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",7032,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",7033,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",8041,1,20,1,,1,1.5,1,1.5,5000,,0,,0,2,1,0,0,,
"49-72-09-77","3015-001-01",8042,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",8081,1,6,2,1,2,250,2,250,1000,,0,,0,1,,,,2,130
"49-72-09-77","3015-001-01",8082,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",8083,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",8084,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",11011,2,,,,,,,,,,,,,,,,,,
"49-72-09-77","3015-001-01",11021,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",101,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",102,1,1,4,,,,1,4,6000,,0,,0,,,,,,
"72-00-94-62","3016-001-01",103,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",104,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",105,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",106,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",107,1,1,4,,,,1,4,4000,,0,,0,,,,,,
"72-00-94-62","3016-001-01",109,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",111,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",112,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",201,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",202,1,1,8,,,,1,8,11000,,0,,0,,,,,,
"72-00-94-62","3016-001-01",203,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",204,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",205,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",206,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",207,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",301,1,2,1500,,,,2,1500,4500,,0,,0,,,,,,
"72-00-94-62","3016-001-01",302,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",303,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",501,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",502,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",503,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",504,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",603,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",701,1,6,3,1,2,840,2,840,1500,,0,,0,2,1,0,0,,
"72-00-94-62","3016-001-01",704,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",801,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",802,1,1,4,,,,1,4,24000,,0,,0,,,,,,
"72-00-94-62","3016-001-01",803,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",805,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",806,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",807,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",809,1,11,1,,2,400,2,400,3000,,0,,0,,,,,,
"72-00-94-62","3016-001-01",810,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",901,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",902,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",903,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",1001,1,4,300,,,,4,300,2000,,0,,0,,,,,,
"72-00-94-62","3016-001-01",1002,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",1003,1,2,250,,,,2,250,250,,0,,0,,,,,,
"72-00-94-62","3016-001-01",1004,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",1081,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",1082,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",1101,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",1102,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",1103,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",1104,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",1105,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",1106,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",1107,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",1108,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",4011,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",4012,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",4013,1,1,1,,,,1,1,2000,,0,,0,,,,,,
"72-00-94-62","3016-001-01",6011,1,2,300,,,,2,300,500,,0,,0,,,,,,
"72-00-94-62","3016-001-01",6012,1,6,4,2,2,900,2,900,2000,,0,,0,2,1,0,0,,
"72-00-94-62","3016-001-01",6013,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",6021,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",6022,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",6023,1,6,14,,2,4200,2,4200,7000,,0,,0,,,,,,
"72-00-94-62","3016-001-01",7021,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",7022,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",7023,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",7031,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",7032,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",7033,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",8041,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",8042,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",8081,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",8082,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",8083,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",8084,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",11011,2,,,,,,,,,,,,,,,,,,
"72-00-94-62","3016-001-01",11021,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",101,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",102,1,1,2,,,,1,2,3000,,0,,0,,,,,,
"92-34-42-70","3017-001-01",103,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",104,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",105,1,1,7,,,,1,7,10500,,0,,0,,,,,,
"92-34-42-70","3017-001-01",106,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",107,1,1,3,,,,1,3,4500,,0,,0,,,,,,
"92-34-42-70","3017-001-01",109,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",111,1,2,450,,,,2,450,1000,,0,,0,,,,,,
"92-34-42-70","3017-001-01",112,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",201,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",202,1,1,5,,,,1,5,7500,,0,,0,,,,,,
"92-34-42-70","3017-001-01",203,1,1,1,,,,1,1,1000,,0,,0,,,,,,
"92-34-42-70","3017-001-01",204,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",205,1,1,1,,,,1,1,1000,,0,,0,,,,,,
"92-34-42-70","3017-001-01",206,1,1,20,,,,,0,,,0,1,20,,,,,,
"92-34-42-70","3017-001-01",207,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",301,1,1,1,,,,1,1,3000,,0,,0,,,,,,
"92-34-42-70","3017-001-01",302,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",303,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",501,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",502,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",503,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",504,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",603,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",701,1,2,882,,,,2,882,1000,,0,,0,,,,,,
"92-34-42-70","3017-001-01",704,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",801,1,2,500,,,,2,500,3000,,0,,0,,,,,,
"92-34-42-70","3017-001-01",802,1,2,500,,,,2,500,3000,,0,,0,,,,,,
"92-34-42-70","3017-001-01",803,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",805,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",806,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",807,1,2,250,,,,,0,,2,250,,0,,,,,,
"92-34-42-70","3017-001-01",809,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",810,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",901,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",902,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",903,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",1001,1,4,350,,,,4,350,2000,,0,,0,,,,,,
"92-34-42-70","3017-001-01",1002,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",1003,1,2,250,,,,2,250,300,,0,,0,,,,,,
"92-34-42-70","3017-001-01",1004,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",1081,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",1082,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",1101,1,2,20,,,,2,20,200,,0,,0,,,,,,
"92-34-42-70","3017-001-01",1102,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",1103,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",1104,1,4,700,,,,4,700,1000,,0,,0,,,,,,
"92-34-42-70","3017-001-01",1105,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",1106,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",1107,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",1108,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",4011,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",4012,1,1,1,,,,1,1,2000,,0,,0,,,,,,
"92-34-42-70","3017-001-01",4013,2,,,,,,,,,,,,,,,,,,
"92-34-42-70","3017-001-01",6011,1,2,85,,,,2,85,200,,0,,0,,,,,,
"92-34-42-70","3017-001-01",6012,1,2,600,,,,2,600,500,,0,,0,,,,,,
